file_name,field,llm_value,rules_value,llm_normalized,rules_normalized,match,severity,notes
batch1-0363.jpg,seller_tax_id,956-84-2083,956-84-2083,956-84-2083,956-84-2083,True,,
batch1-0363.jpg,client_name,Ballard-Henry,Ballard-Henry,Ballard-Henry,Ballard-Henry,True,,
batch1-0363.jpg,client_tax_id,923-84-5244,923-84-5244,923-84-5244,923-84-5244,True,,
batch1-0363.jpg,invoice_number,16499996,16499996,16499996,16499996,True,,
batch1-0363.jpg,invoice_date,05/05/2019,05/05/2019,2019-05-05,2019-05-05,True,,
batch1-0363.jpg,net_worth,"19,50","19,50",19.50,19.50,True,,
batch1-0363.jpg,vat,"1,95","1,95",1.95,1.95,True,,
batch1-0363.jpg,gross_worth,"21,45","21,45",21.45,21.45,True,,
batch1-0364.jpg,seller_name,Thomas-Andrade,Thomas-Andrade,Thomas-Andrade,Thomas-Andrade,True,,
batch1-0364.jpg,seller_tax_id,972-90-5571,972-90-5571,972-90-5571,972-90-5571,True,,
batch1-0364.jpg,client_name,"Macdonald, Bentley and Nguyen","Macdonald, Bentley and Nguyen","Macdonald, Bentley and Nguyen","Macdonald, Bentley and Nguyen",True,,
batch1-0364.jpg,client_tax_id,988-84-2670,988-84-2670,988-84-2670,988-84-2670,True,,
batch1-0364.jpg,invoice_number,61113263,61113263,61113263,61113263,True,,
batch1-0364.jpg,invoice_date,02/04/2014,02/04/2014,2014-02-04,2014-02-04,True,,
batch1-0364.jpg,net_worth,"23 935,84","23 935,84",23935.84,23935.84,True,,
batch1-0364.jpg,vat,"2 393,58","2 393,58",2393.58,2393.58,True,,
batch1-0364.jpg,gross_worth,"26 329,42","26 329,42",26329.42,26329.42,True,,
batch1-0365.jpg,seller_name,Lee Inc,Lee Inc,Lee Inc,Lee Inc,True,,
batch1-0365.jpg,seller_tax_id,952-96-9876,952-96-9876,952-96-9876,952-96-9876,True,,
batch1-0365.jpg,client_name,Olsen Ltd,Olsen Ltd,Olsen Ltd,Olsen Ltd,True,,
batch1-0365.jpg,client_tax_id,932-73-0621,932-73-0621,932-73-0621,932-73-0621,True,,
batch1-0365.jpg,invoice_number,41887329,41887329,41887329,41887329,True,,
batch1-0365.jpg,invoice_date,11/26/2020,11/26/2020,2020-11-26,2020-11-26,True,,
batch1-0365.jpg,net_worth,"$ 17 349,93","17 349,93",17349.93,17349.93,True,,formatting_only
batch1-0365.jpg,vat,"$1 734,99","1 734,99",1734.99,1734.99,True,,formatting_only
batch1-0365.jpg,gross_worth,"$ 19 084,92","19 084,92",19084.92,19084.92,True,,formatting_only
batch1-0366.jpg,seller_name,Williams Ltd,Williams Ltd,Williams Ltd,Williams Ltd,True,,
batch1-0366.jpg,seller_tax_id,964-85-1307,964-85-1307,964-85-1307,964-85-1307,True,,
batch1-0366.jpg,client_name,Gross PLC,Gross PLC,Gross PLC,Gross PLC,True,,
batch1-0366.jpg,client_tax_id,963-76-2257,963-76-2257,963-76-2257,963-76-2257,True,,
batch1-0366.jpg,invoice_number,74583312,74583312,74583312,74583312,True,,
batch1-0366.jpg,invoice_date,05/05/2015,05/05/2015,2015-05-05,2015-05-05,True,,
batch1-0366.jpg,net_worth,"634,36","634,36",634.36,634.36,True,,
batch1-0366.jpg,vat,"63,44","63,44",63.44,63.44,True,,
batch1-0366.jpg,gross_worth,"697,80","697,80",697.80,697.80,True,,
batch1-0367.jpg,seller_name,Day and Sons,Day and Sons,Day and Sons,Day and Sons,True,,
batch1-0367.jpg,seller_tax_id,908-94-9799,908-94-9799,908-94-9799,908-94-9799,True,,
batch1-0367.jpg,client_name,"Phillips, Burton and Mcdaniel","Phillips, Burton and Mcdaniel","Phillips, Burton and Mcdaniel","Phillips, Burton and Mcdaniel",True,,
batch1-0367.jpg,client_tax_id,932-85-2181,932-85-2181,932-85-2181,932-85-2181,True,,
batch1-0367.jpg,invoice_number,23995139,23995139,23995139,23995139,True,,
batch1-0367.jpg,invoice_date,05/30/2015,05/30/2015,2015-05-30,2015-05-30,True,,
batch1-0367.jpg,net_worth,"$ 84 944,82","84 944,82",84944.82,84944.82,True,,formatting_only
batch1-0367.jpg,vat,"$ 8 494,48","8 494,48",8494.48,8494.48,True,,formatting_only
batch1-0367.jpg,gross_worth,"$ 93 439,30","93 439,30",93439.30,93439.30,True,,formatting_only
batch1-0368.jpg,seller_name,Horne-Fields,Horne-Fields,Horne-Fields,Horne-Fields,True,,
batch1-0368.jpg,seller_tax_id,964-80-0842,964-80-0842,964-80-0842,964-80-0842,True,,
batch1-0368.jpg,client_name,French-Sullivan,French-Sullivan,French-Sullivan,French-Sullivan,True,,
batch1-0368.jpg,client_tax_id,905-94-4635,905-94-4635,905-94-4635,905-94-4635,True,,
batch1-0368.jpg,invoice_number,87934175,87934175,87934175,87934175,True,,
batch1-0368.jpg,invoice_date,10/19/2016,10/19/2016,2016-10-19,2016-10-19,True,,
batch1-0368.jpg,net_worth,"97,98","97,98",97.98,97.98,True,,
batch1-0368.jpg,vat,"9,80","9,80",9.80,9.80,True,,
batch1-0368.jpg,gross_worth,"107,78","107,78",107.78,107.78,True,,
batch1-0369.jpg,seller_name,Miller Inc,Miller Inc,Miller Inc,Miller Inc,True,,
batch1-0369.jpg,seller_tax_id,909-72-0896,909-72-0896,909-72-0896,909-72-0896,True,,
batch1-0369.jpg,client_name,"Mason, Melton and Matthews","Mason, Melton and Matthews","Mason, Melton and Matthews","Mason, Melton and Matthews",True,,
batch1-0369.jpg,client_tax_id,911-83-0636,911-83-0636,911-83-0636,911-83-0636,True,,
batch1-0369.jpg,invoice_number,64809205,64809205,64809205,64809205,True,,
batch1-0369.jpg,invoice_date,08/18/2014,08/18/2014,2014-08-18,2014-08-18,True,,
batch1-0369.jpg,net_worth,"651,15","651,15",651.15,651.15,True,,
batch1-0369.jpg,vat,"65,12","65,12",65.12,65.12,True,,
batch1-0369.jpg,gross_worth,"716,27","716,27",716.27,716.27,True,,
batch1-0370.jpg,seller_name,"Thornton, Franklin and Hamilton","Thornton, Franklin and Hamilton","Thornton, Franklin and Hamilton","Thornton, Franklin and Hamilton",True,,
batch1-0370.jpg,seller_tax_id,998-77-7262,998-77-7262,998-77-7262,998-77-7262,True,,
batch1-0370.jpg,client_name,"Farmer, Pennington and Osborn","Farmer, Pennington and Osborn","Farmer, Pennington and Osborn","Farmer, Pennington and Osborn",True,,
batch1-0370.jpg,client_tax_id,997-74-8995,997-74-8995,997-74-8995,997-74-8995,True,,
batch1-0370.jpg,invoice_number,11637316,11637316,11637316,11637316,True,,
batch1-0370.jpg,invoice_date,03/21/2015,03/21/2015,2015-03-21,2015-03-21,True,,
batch1-0370.jpg,net_worth,"$ 3 763,69","3 763,69",3763.69,3763.69,True,,formatting_only
batch1-0370.jpg,vat,"$ 376,37","376,37",376.37,376.37,True,,formatting_only
batch1-0370.jpg,gross_worth,"$4 140,06","4 140,06",4140.06,4140.06,True,,formatting_only
batch1-0371.jpg,seller_name,Lewis and Sons,Lewis and Sons,Lewis and Sons,Lewis and Sons,True,,
batch1-0371.jpg,seller_tax_id,988-97-7797,988-97-7797,988-97-7797,988-97-7797,True,,
batch1-0371.jpg,client_name,Hancock LLC,Hancock LLC,Hancock LLC,Hancock LLC,True,,
batch1-0371.jpg,client_tax_id,982-72-2795,982-72-2795,982-72-2795,982-72-2795,True,,
batch1-0371.jpg,invoice_number,39652805,39652805,39652805,39652805,True,,
batch1-0371.jpg,invoice_date,03/20/2020,03/20/2020,2020-03-20,2020-03-20,True,,
batch1-0371.jpg,net_worth,"299,99","299,99",299.99,299.99,True,,
batch1-0371.jpg,vat,"30,00","30,00",30.00,30.00,True,,
batch1-0371.jpg,gross_worth,"329,99","329,99",329.99,329.99,True,,
batch1-0372.jpg,seller_name,Hart-Wright,Hart-Wright,Hart-Wright,Hart-Wright,True,,
batch1-0372.jpg,seller_tax_id,953-74-2648,953-74-2648,953-74-2648,953-74-2648,True,,
batch1-0372.jpg,client_name,Foster-Parks,Foster-Parks,Foster-Parks,Foster-Parks,True,,
batch1-0372.jpg,client_tax_id,943-86-1330,943-86-1330,943-86-1330,943-86-1330,True,,
batch1-0372.jpg,invoice_number,15172184,15172184,15172184,15172184,True,,
batch1-0372.jpg,invoice_date,08/24/2017,08/24/2017,2017-08-24,2017-08-24,True,,
batch1-0372.jpg,net_worth,"4 819,90","4 819,90",4819.90,4819.90,True,,
batch1-0372.jpg,vat,"481,99","481,99",481.99,481.99,True,,
batch1-0372.jpg,gross_worth,"5 301,89","5 301,89",5301.89,5301.89,True,,
batch1-0373.jpg,seller_name,Jones-Silva,Jones-Silva,Jones-Silva,Jones-Silva,True,,
batch1-0373.jpg,seller_tax_id,902-82-9449,902-82-9449,902-82-9449,902-82-9449,True,,
batch1-0373.jpg,client_name,Stafford and Sons,Stafford and Sons,Stafford and Sons,Stafford and Sons,True,,
batch1-0373.jpg,client_tax_id,910-94-4040,910-94-4040,910-94-4040,910-94-4040,True,,
batch1-0373.jpg,invoice_number,99454334,99454334,99454334,99454334,True,,
batch1-0373.jpg,invoice_date,07/08/2017,07/08/2017,2017-07-08,2017-07-08,True,,
batch1-0373.jpg,net_worth,"96,00","96,00",96.00,96.00,True,,
batch1-0373.jpg,vat,"9,60","9,60",9.60,9.60,True,,
batch1-0373.jpg,gross_worth,"105,60","105,60",105.60,105.60,True,,
batch1-0374.jpg,seller_name,Kirby Group,Kirby Group,Kirby Group,Kirby Group,True,,
batch1-0374.jpg,seller_tax_id,968-79-4900,968-79-4900,968-79-4900,968-79-4900,True,,
batch1-0374.jpg,client_name,Martin-Allison,Martin-Allison,Martin-Allison,Martin-Allison,True,,
batch1-0374.jpg,client_tax_id,943-81-3637,943-81-3637,943-81-3637,943-81-3637,True,,
batch1-0374.jpg,invoice_number,87873157,87873157,87873157,87873157,True,,
batch1-0374.jpg,invoice_date,05/09/2017,05/09/2017,2017-05-09,2017-05-09,True,,
batch1-0374.jpg,net_worth,"6,00","6,00",6.00,6.00,True,,
batch1-0374.jpg,vat,"0,60","0,60",0.60,0.60,True,,
batch1-0374.jpg,gross_worth,"6,60","6,60",6.60,6.60,True,,
batch1-0375.jpg,seller_name,"Moore, Thomas and Crosby","Moore, Thomas and Crosby","Moore, Thomas and Crosby","Moore, Thomas and Crosby",True,,
batch1-0375.jpg,seller_tax_id,943-88-9123,943-88-9123,943-88-9123,943-88-9123,True,,
batch1-0375.jpg,client_name,Aguirre Ltd,Aguirre Ltd,Aguirre Ltd,Aguirre Ltd,True,,
batch1-0375.jpg,client_tax_id,924-73-4934,924-73-4934,924-73-4934,924-73-4934,True,,
batch1-0375.jpg,invoice_number,23897213,23897213,23897213,23897213,True,,
batch1-0375.jpg,invoice_date,07/14/2019,07/14/2019,2019-07-14,2019-07-14,True,,
batch1-0375.jpg,net_worth,"252,63","252,63",252.63,252.63,True,,
batch1-0375.jpg,vat,"25,26","25,26",25.26,25.26,True,,
batch1-0375.jpg,gross_worth,"277,89","277,89",277.89,277.89,True,,
batch1-0376.jpg,seller_name,Ross Group,Ross Group,Ross Group,Ross Group,True,,
batch1-0376.jpg,seller_tax_id,929-73-9404,929-73-9404,929-73-9404,929-73-9404,True,,
batch1-0376.jpg,client_name,Leblanc and Sons,Leblanc and Sons,Leblanc and Sons,Leblanc and Sons,True,,
batch1-0376.jpg,client_tax_id,963-87-9848,963-87-9848,963-87-9848,963-87-9848,True,,
batch1-0376.jpg,invoice_number,60518602,60518602,60518602,60518602,True,,
batch1-0376.jpg,invoice_date,08/30/2016,08/30/2016,2016-08-30,2016-08-30,True,,
batch1-0376.jpg,net_worth,"2 334,95","2 334,95",2334.95,2334.95,True,,
batch1-0376.jpg,vat,"233,50","233,50",233.50,233.50,True,,
batch1-0376.jpg,gross_worth,"2 568,45","2 568,45",2568.45,2568.45,True,,
batch1-0377.jpg,seller_name,Wilkins Ltd,Wilkins Ltd,Wilkins Ltd,Wilkins Ltd,True,,
batch1-0377.jpg,seller_tax_id,928-96-4400,928-96-4400,928-96-4400,928-96-4400,True,,
batch1-0377.jpg,client_name,Ross Inc,Ross Inc,Ross Inc,Ross Inc,True,,
batch1-0377.jpg,client_tax_id,939-96-7563,939-96-7563,939-96-7563,939-96-7563,True,,
batch1-0377.jpg,invoice_number,35259356,35259356,35259356,35259356,True,,
batch1-0377.jpg,invoice_date,01/20/2018,01/20/2018,2018-01-20,2018-01-20,True,,
batch1-0377.jpg,net_worth,"629,80","629,80",629.80,629.80,True,,
batch1-0377.jpg,vat,"62,98","62,98",62.98,62.98,True,,
batch1-0377.jpg,gross_worth,"692,78","692,78",692.78,692.78,True,,
batch1-0378.jpg,seller_name,Duran Group,Duran Group,Duran Group,Duran Group,True,,
batch1-0378.jpg,seller_tax_id,917-88-4853,917-88-4853,917-88-4853,917-88-4853,True,,
batch1-0378.jpg,client_name,Mayer-Bates,Mayer-Bates,Mayer-Bates,Mayer-Bates,True,,
batch1-0378.jpg,client_tax_id,954-81-3871,954-81-3871,954-81-3871,954-81-3871,True,,
batch1-0378.jpg,invoice_number,74263194,74263194,74263194,74263194,True,,
batch1-0378.jpg,invoice_date,03/28/2020,03/28/2020,2020-03-28,2020-03-28,True,,
batch1-0378.jpg,net_worth,"$ 119,93","119,93",119.93,119.93,True,,formatting_only
batch1-0378.jpg,vat,"$ 11,99","11,99",11.99,11.99,True,,formatting_only
batch1-0378.jpg,gross_worth,"$ 131,92","131,92",131.92,131.92,True,,formatting_only
batch1-0379.jpg,seller_name,"Howell, Underwood and Davis","Howell, Underwood and Davis","Howell, Underwood and Davis","Howell, Underwood and Davis",True,,
batch1-0379.jpg,seller_tax_id,989-83-0730,989-83-0730,989-83-0730,989-83-0730,True,,
batch1-0379.jpg,client_name,Gardner LLC,Gardner LLC,Gardner LLC,Gardner LLC,True,,
batch1-0379.jpg,client_tax_id,948-94-1459,948-94-1459,948-94-1459,948-94-1459,True,,
batch1-0379.jpg,invoice_number,59051048,59051048,59051048,59051048,True,,
batch1-0379.jpg,invoice_date,12/12/2015,12/12/2015,2015-12-12,2015-12-12,True,,
batch1-0379.jpg,net_worth,"267,52","267,52",267.52,267.52,True,,
batch1-0379.jpg,vat,"26,75","26,75",26.75,26.75,True,,
batch1-0379.jpg,gross_worth,"294,27","294,27",294.27,294.27,True,,
batch1-0380.jpg,seller_name,Montgomery LLC,Montgomery LLC,Montgomery LLC,Montgomery LLC,True,,
batch1-0380.jpg,seller_tax_id,924-83-8802,924-83-8802,924-83-8802,924-83-8802,True,,
batch1-0380.jpg,client_name,Campbell-Flores,Campbell-Flores,Campbell-Flores,Campbell-Flores,True,,
batch1-0380.jpg,client_tax_id,999-80-5625,999-80-5625,999-80-5625,999-80-5625,True,,
batch1-0380.jpg,invoice_number,13310164,13310164,13310164,13310164,True,,
batch1-0380.jpg,invoice_date,01/16/2020,01/16/2020,2020-01-16,2020-01-16,True,,
batch1-0380.jpg,net_worth,"17 045,00","17 045,00",17045.00,17045.00,True,,
batch1-0380.jpg,vat,"1 704,50","1 704,50",1704.50,1704.50,True,,
batch1-0380.jpg,gross_worth,"18 749,50","18 749,50",18749.50,18749.50,True,,
batch1-0381.jpg,seller_name,Williams PLC,Williams PLC,Williams PLC,Williams PLC,True,,
batch1-0381.jpg,seller_tax_id,995-95-4739,995-95-4739,995-95-4739,995-95-4739,True,,
batch1-0381.jpg,client_name,Mcdonald-Green,Mcdonald-Green,Mcdonald-Green,Mcdonald-Green,True,,
batch1-0381.jpg,client_tax_id,930-74-1829,930-74-1829,930-74-1829,930-74-1829,True,,
batch1-0381.jpg,invoice_number,76272465,76272465,76272465,76272465,True,,
batch1-0381.jpg,invoice_date,01/06/2017,01/06/2017,2017-01-06,2017-01-06,True,,
batch1-0381.jpg,net_worth,"$ 604,99","604,99",604.99,604.99,True,,formatting_only
batch1-0381.jpg,vat,"$ 60,50","60,50",60.50,60.50,True,,formatting_only
batch1-0381.jpg,gross_worth,"$ 665,49","665,49",665.49,665.49,True,,formatting_only
